track_id,source,class,origin,destination,first_t,last_t,first_x,first_y,last_x,last_y,max_motion_ratio,track_points,counted_lines,trajectory_cluster
326,main,car,,,17.89,18.23,382.61,200.94,382.68,200.73,0.0,9,,-1
roi_191,roi_backup,car,,,17.98,17.98,536.04,165.31,536.04,165.31,0.0,1,,-1
roi_192,roi_backup,car,,,18.06,18.06,460.37,247.85,460.37,247.85,0.077,1,,-1
327,main,car,,,18.06,18.11,1050.09,366.29,1047.6,364.69,0.462,2,,-1
roi_193,roi_backup,truck,,,18.11,18.11,348.39,302.0,348.39,302.0,0.08,1,,-1
roi_194,roi_backup,truck,,,18.11,18.65,76.38,323.98,48.3,323.43,0.321,9,B_left_exit,-1
roi_195,roi_backup,bus,,,18.11,18.19,1003.45,223.58,1003.1,222.85,0.474,3,,-1
roi_196,roi_backup,car,,,18.11,18.61,1013.73,177.57,1013.9,178.43,0.044,5,,-1
roi_197,roi_backup,car,,,18.23,18.32,1005.05,293.4,1004.73,288.8,0.582,3,,-1
334,main,car,,,18.27,24.17,541.21,165.23,541.73,165.55,0.0,115,,-1
335,main,truck,,,18.36,18.4,1026.04,351.76,1025.95,351.97,0.402,2,,-1
336,main,truck,,,18.4,21.26,444.51,255.51,28.11,491.74,0.355,68,,0
roi_198,roi_backup,car,,,18.44,18.48,128.99,297.78,128.9,297.8,0.374,2,,-1
roi_199,roi_backup,truck,,,18.53,18.53,1019.58,340.48,1019.58,340.48,0.392,1,,-1
roi_200,roi_backup,bus,,,18.53,19.07,1019.29,323.33,990.32,320.63,0.45,8,,-1
roi_201,roi_backup,car,,,18.53,19.07,315.35,301.85,256.12,323.86,0.434,11,,0
roi_202,roi_backup,car,,,18.82,18.86,89.22,302.0,89.27,302.0,0.4,2,,-1
roi_203,roi_backup,car,,,18.91,18.95,402.03,275.15,402.02,275.15,0.129,2,,-1
roi_204,roi_backup,car,,,18.91,18.91,12.86,301.37,12.86,301.37,0.0,1,,-1
338,main,car,,,18.95,18.99,993.94,324.57,993.38,324.24,0.433,2,,-1
339,main,truck,,,19.16,19.16,989.65,208.66,989.65,208.66,0.421,1,,-1
roi_205,roi_backup,car,,,19.24,19.87,53.02,308.28,40.3,311.95,0.728,11,,-1
340,main,car,,,19.28,19.41,982.23,311.66,975.2,309.05,0.414,4,,-1
roi_206,roi_backup,car,,,19.41,19.41,401.81,235.94,401.81,235.94,0.087,1,,-1
roi_207,roi_backup,car,,,19.41,19.62,359.26,296.87,348.0,302.45,0.132,2,,-1
roi_208,roi_backup,truck,,,19.41,20.29,398.66,236.01,336.07,259.19,0.28,13,,0
roi_209,roi_backup,truck,,,19.45,19.54,973.18,303.14,971.95,302.09,0.411,3,,-1
341,main,car,,,19.45,23.12,393.61,238.33,18.8,379.76,0.616,88,,0
roi_210,roi_backup,car,,,19.54,19.71,121.94,297.54,117.66,298.02,0.187,4,,-1
342,main,truck,,,19.58,19.58,966.65,302.27,966.65,302.27,0.415,1,,-1
roi_211,roi_backup,truck,,,19.62,19.62,967.84,300.08,967.84,300.08,0.405,1,,-1
roi_212,roi_backup,bus,,,19.66,20.55,961.94,298.83,943.16,273.34,0.434,19,,-1
roi_213,roi_backup,car,,,19.66,20.25,481.91,192.03,517.08,222.67,0.024,13,,0
343,main,truck,,,19.71,20.0,977.2,183.37,975.18,181.76,0.767,8,,-1
344,main,car,,,19.83,20.04,308.52,321.62,281.4,337.09,0.196,4,,-1
roi_214,roi_backup,car,,,20.04,20.04,974.96,180.99,974.96,180.99,0.698,1,,-1
roi_215,roi_backup,car,,,20.13,20.17,235.36,301.15,235.37,301.14,0.242,2,,-1
roi_216,roi_backup,truck,,,20.13,20.17,234.46,301.34,234.44,301.32,0.245,2,,-1
roi_217,roi_backup,truck,,,20.13,20.21,23.12,300.89,23.66,300.9,0.845,3,,-1
roi_218,roi_backup,truck,,,20.13,20.13,943.33,229.55,943.33,229.55,0.719,1,,-1
346,main,car,,,20.17,20.17,248.38,354.32,248.38,354.32,0.22,1,,-1
roi_219,roi_backup,car,,,20.21,20.21,917.99,136.37,917.99,136.37,0.0,1,,-1
roi_220,roi_backup,truck,,,20.25,20.29,22.1,300.93,22.26,301.0,0.794,2,,-1
roi_221,roi_backup,truck,,,20.25,20.46,519.14,220.2,552.38,252.97,0.011,8,,0
347,main,truck,,,20.25,20.34,977.6,574.99,977.57,574.95,0.038,3,,-1
349,main,car,,,20.29,20.29,225.37,366.82,225.37,366.82,0.26,1,,-1
350,main,car,,,20.29,26.02,518.36,222.01,35.43,618.31,0.402,125,,0
roi_222,roi_backup,car,,,20.34,20.38,514.98,222.36,514.58,223.42,0.031,3,,-1
351,main,truck,,,20.34,20.38,328.06,262.75,327.5,262.88,0.291,2,,-1
roi_223,roi_backup,car,,,20.46,20.59,513.04,224.68,511.02,227.15,0.015,4,,-1
roi_224,roi_backup,truck,,,20.59,20.63,943.32,270.34,943.35,270.31,0.361,2,,-1
352,main,truck,,,20.59,20.63,977.77,574.74,977.76,574.76,0.024,2,,-1
roi_225,roi_backup,truck,,,20.63,20.63,156.17,323.91,156.17,323.91,0.299,1,,-1
roi_226,roi_backup,bus,,,20.67,21.22,940.26,269.33,934.49,257.62,0.384,14,,-1
roi_227,roi_backup,car,,,20.67,21.14,509.56,226.82,494.07,234.3,0.04,10,,-1
354,main,car,,,20.72,20.76,127.68,425.97,121.3,431.91,0.358,2,,-1
roi_228,roi_backup,truck,,,20.76,21.09,291.6,275.03,271.42,282.97,0.309,3,,-1
roi_229,roi_backup,car,,,20.76,21.56,59.46,304.47,42.36,307.89,0.266,18,,-1
roi_230,roi_backup,bus,,,20.88,20.88,975.27,189.62,975.27,189.62,0.412,1,,-1
roi_231,roi_backup,truck,,,20.93,21.22,55.63,302.0,64.4,301.75,0.247,7,,-1
roi_232,roi_backup,car,,,20.93,20.97,974.31,168.1,974.3,168.13,0.516,2,,-1
355,main,car,,,20.97,24.8,973.37,189.82,937.4,162.92,0.529,83,,0
roi_233,roi_backup,car,,,21.05,21.09,918.38,135.32,918.39,135.34,0.0,2,,-1
roi_234,roi_backup,bus,,,21.14,21.52,489.29,235.7,476.49,241.58,0.06,10,,-1
roi_235,roi_backup,motorcycle,,,21.14,21.52,1049.91,204.97,1039.7,204.7,0.222,7,,-1
357,main,truck,,,21.18,24.55,1013.56,179.14,1014.17,177.91,0.032,62,,-1
roi_236,roi_backup,truck,,,21.26,21.52,934.66,256.22,932.6,251.43,0.297,6,,-1
roi_237,roi_backup,car,,,21.56,21.56,533.32,216.99,533.32,216.99,0.163,1,,-1
roi_238,roi_backup,car,,,21.6,22.82,467.79,244.14,407.53,273.86,0.207,15,,0
roi_239,roi_backup,bus,,,21.6,23.96,1014.58,177.88,924.51,212.19,0.559,64,,0
roi_240,roi_backup,truck,,,21.6,21.81,467.16,243.48,463.86,245.37,0.115,3,,-1
364,main,car,,,21.6,21.89,533.12,215.84,532.67,220.3,0.2,8,,-1
roi_241,roi_backup,bus,,,21.68,21.68,930.83,246.32,930.83,246.32,0.284,1,,-1
369,main,bus,,,21.73,21.77,929.63,246.82,929.95,246.02,0.291,2,,-1
roi_242,roi_backup,car,,,21.77,21.89,39.51,308.69,49.27,304.3,0.264,6,,-1
roi_243,roi_backup,bus,,,21.81,21.81,930.87,243.8,930.87,243.8,0.249,1,,-1
roi_244,roi_backup,truck,,,21.81,21.81,555.83,222.16,555.83,222.16,0.014,1,,-1
roi_245,roi_backup,bus,,,21.85,22.02,458.47,249.85,453.11,251.65,0.126,5,,-1
372,main,car,,,21.89,22.19,600.02,718.43,599.76,718.44,0.0,8,,-1
roi_246,roi_backup,truck,,,21.94,22.02,61.37,301.86,53.19,304.24,0.205,4,,-1
roi_247,roi_backup,car,,,21.94,21.94,523.99,223.49,523.99,223.49,0.125,1,,-1
373,main,car,,,21.98,27.66,523.99,222.85,29.1,590.86,0.592,136,,0
roi_248,roi_backup,truck,,,22.06,22.11,929.79,235.25,929.76,234.99,0.317,2,,-1
374,main,bus,,,22.06,22.11,457.66,253.78,457.32,253.94,0.099,2,,-1
roi_249,roi_backup,bus,,,22.15,22.32,438.84,254.91,434.63,258.19,0.202,5,,-1
roi_250,roi_backup,bus,,,22.19,22.19,929.51,238.81,929.51,238.81,0.201,1,,-1
roi_251,roi_backup,truck,,,22.27,22.65,516.84,225.63,508.9,229.22,0.18,7,,-1
roi_252,roi_backup,car,,,22.36,22.91,87.75,301.89,36.81,324.0,0.638,11,B_left_exit,0
roi_253,roi_backup,truck,,,22.36,22.61,976.41,171.77,977.07,169.86,0.42,7,,-1
roi_254,roi_backup,truck,,,22.36,22.36,441.4,262.99,441.4,262.99,0.137,1,,-1
roi_255,roi_backup,car,,,22.36,22.36,1272.87,226.95,1272.87,226.95,0.0,1,,-1
377,main,truck,,,22.4,23.37,441.97,263.15,381.15,295.17,0.169,24,,0
roi_256,roi_backup,bus,,,22.44,23.12,927.06,230.81,925.93,223.09,0.345,17,,-1
roi_257,roi_backup,truck,,,22.57,22.74,419.3,267.99,421.06,271.1,0.155,5,,-1
roi_258,roi_backup,truck,,,22.65,22.74,927.8,232.46,927.2,230.99,0.283,3,,-1
roi_259,roi_backup,bus,,,23.03,23.16,389.31,282.12,390.7,285.14,0.202,2,,-1
roi_260,roi_backup,bus,,,23.24,23.45,974.23,167.97,947.92,169.92,0.195,6,,-1
roi_261,roi_backup,car,,,23.24,23.24,375.77,289.0,375.77,289.0,0.205,1,,-1
roi_262,roi_backup,truck,,,23.41,23.41,373.38,298.68,373.38,298.68,0.119,1,,-1
roi_263,roi_backup,bus,,,23.41,23.49,372.73,299.6,370.5,300.79,0.119,3,,-1
roi_264,roi_backup,motorcycle,,,23.41,23.45,38.33,279.32,38.34,279.32,0.021,2,,-1
roi_265,roi_backup,car,,,23.66,24.04,541.62,165.3,540.15,166.67,0.0,10,,-1
389,main,bus,,,23.71,23.71,349.51,312.83,349.51,312.83,0.107,1,,-1
roi_266,roi_backup,bus,,,23.75,24.0,344.67,316.98,337.67,311.88,0.13,3,,-1
roi_267,roi_backup,car,,,23.75,23.92,329.03,300.9,335.98,300.64,0.218,5,,-1
roi_268,roi_backup,motorcycle,,,23.75,23.75,1017.99,194.52,1017.99,194.52,0.0,1,,-1
roi_269,roi_backup,truck,,,23.87,23.92,923.7,210.96,923.68,211.04,0.265,2,,-1
roi_270,roi_backup,bus,,,23.92,24.93,1014.36,177.49,992.76,170.67,0.037,22,,-1
roi_271,roi_backup,car,,,23.96,24.04,939.77,166.28,939.65,166.02,0.129,3,,-1
392,main,bus,,,24.04,24.93,312.41,335.77,197.64,419.64,0.352,22,,0
roi_272,roi_backup,truck,,,24.08,25.01,925.29,209.33,925.52,199.72,0.291,22,,-1
393,main,car,,,24.08,24.08,1263.16,400.34,1263.16,400.34,0.167,1,,-1
394,main,motorcycle,,,24.17,24.17,1248.73,379.18,1248.73,379.18,0.188,1,,-1
395,main,motorcycle,,,24.17,24.21,1242.32,379.15,1236.4,375.65,0.134,2,,-1
roi_273,roi_backup,car,,,24.21,24.93,295.63,323.08,229.7,309.01,0.187,11,,0
roi_274,roi_backup,truck,,,24.21,25.01,980.0,167.91,1013.43,178.49,0.037,15,,0
roi_275,roi_backup,bus,,,24.25,24.34,925.07,208.51,924.96,207.99,0.247,3,,-1
roi_276,roi_backup,car,,,24.25,24.34,538.13,165.19,538.04,165.21,0.0,3,,-1
398,main,motorcycle,,,24.29,24.29,1202.11,354.03,1202.11,354.03,0.151,1,,-1
399,main,motorcycle,,,24.29,24.29,1207.26,354.6,1207.26,354.6,0.168,1,,-1
402,main,motorcycle,,,24.42,24.42,1168.79,334.46,1168.79,334.46,0.135,1,,-1
403,main,motorcycle,,,24.42,24.42,1172.31,334.71,1172.31,334.71,0.141,1,,-1
roi_277,roi_backup,motorcycle,,,24.46,24.46,1152.5,323.64,1153.19,323.68,0.205,2,,-1
406,main,car,,,24.46,24.51,924.52,206.37,924.49,206.27,0.267,2,,-1
roi_278,roi_backup,motorcycle,,,24.51,24.51,1012.08,189.61,1012.08,189.61,0.065,1,,-1
407,main,motorcycle,,,24.51,24.51,1153.64,323.79,1153.64,323.79,0.152,1,,-1
408,main,car,,,24.51,24.51,600.35,717.93,600.35,717.93,0.0,1,,-1
roi_279,roi_backup,bus,,,24.55,24.59,924.6,205.66,924.61,205.55,0.274,2,,-1
roi_280,roi_backup,motorcycle,,,24.55,24.72,1136.15,313.07,1118.95,302.11,0.033,2,,-1
415,main,motorcycle,,,24.67,24.67,1115.71,299.9,1115.71,299.9,0.105,1,,-1
roi_281,roi_backup,bus,,,24.72,25.98,924.94,203.33,924.28,185.88,0.61,39,,-1
roi_282,roi_backup,car,,,24.72,24.76,541.38,165.48,541.68,165.43,0.0,2,,-1
418,main,motorcycle,,,24.76,24.76,1102.18,291.8,1102.18,291.8,0.105,1,,-1
419,main,motorcycle,,,24.76,24.88,1099.29,291.57,1093.18,287.13,0.078,3,,-1
roi_283,roi_backup,bus,,,24.8,24.8,223.28,323.17,223.28,323.17,0.25,1,,-1
roi_284,roi_backup,motorcycle,,,24.93,25.05,1073.44,274.11,1065.15,270.4,0.059,5,,-1
roi_285,roi_backup,truck,,,24.93,25.01,199.34,323.5,197.33,323.7,0.187,3,,-1
roi_286,roi_backup,bus,,,24.97,25.01,196.41,323.42,196.39,323.43,0.152,2,,-1
roi_287,roi_backup,car,,,25.09,25.47,927.62,131.77,927.44,131.72,0.0,4,,-1
429,main,motorcycle,,,25.09,25.09,1060.57,266.99,1060.57,266.99,0.078,1,,-1
roi_288,roi_backup,motorcycle,,,25.14,25.14,1051.89,261.82,1051.89,261.82,0.037,1,,-1
roi_289,roi_backup,car,,,25.43,46.44,988.86,414.34,977.16,414.61,0.138,484,,-1
roi_290,roi_backup,truck,,,25.52,25.56,926.39,193.66,926.55,193.58,0.34,2,,-1
roi_291,roi_backup,truck,,,25.52,27.71,1014.04,178.08,1013.81,179.79,0.041,46,,-1
roi_292,roi_backup,bus,,,25.52,28.17,983.23,166.09,1013.81,179.04,0.024,53,,-1
roi_293,roi_backup,car,,,25.52,25.6,983.3,165.91,983.25,165.98,0.0,3,,-1
roi_294,roi_backup,motorcycle,,,25.56,25.94,1020.13,239.3,1005.67,224.54,0.0,5,,-1
roi_295,roi_backup,car,,,25.64,25.81,541.5,165.39,541.49,165.69,0.0,3,,-1
roi_296,roi_backup,car,,,25.98,25.98,937.93,156.85,937.93,156.85,0.0,1,,-1
roi_297,roi_backup,car,,,25.98,26.15,1010.91,178.79,1010.58,178.76,0.023,4,,-1
434,main,motorcycle,,,25.98,25.98,1001.8,219.36,1001.8,219.36,0.0,1,,-1
435,main,car,,,25.98,25.98,1266.95,425.18,1266.95,425.18,0.333,1,,-1
roi_298,roi_backup,bus,,,26.02,28.97,924.13,165.22,932.15,173.92,0.611,68,,-1
roi_299,roi_backup,car,,,26.06,26.53,280.84,301.82,227.31,323.89,0.538,7,,0
roi_300,roi_backup,motorcycle,,,26.11,26.4,998.36,212.64,989.67,206.08,0.0,9,,-1
437,main,motorcycle,,,26.11,26.15,1224.74,389.74,1220.2,386.09,0.416,2,,-1
438,main,motorcycle,,,26.11,26.11,1227.62,390.11,1227.62,390.11,0.371,1,,-1
roi_301,roi_backup,motorcycle,,,26.19,26.19,1188.3,362.67,1188.8,362.27,0.349,2,,-1
441,main,motorcycle,,,26.23,26.23,1188.24,364.01,1188.24,364.01,0.273,1,,-1
442,main,motorcycle,,,26.23,26.23,1186.89,363.71,1186.89,363.71,0.354,1,,-1
447,main,car,,,26.32,27.07,1271.46,486.41,1094.1,330.41,0.449,19,,0
448,main,motorcycle,,,26.32,26.74,1159.43,349.18,1099.11,305.68,0.317,8,,0
449,main,motorcycle,,,26.32,28.59,1271.48,489.01,1183.44,415.37,0.642,10,,0
450,main,motorcycle,,,26.32,26.32,1167.74,349.16,1167.74,349.16,0.209,1,,-1
roi_302,roi_backup,motorcycle,,,26.4,26.4,1139.66,323.84,1140.35,326.25,0.286,2,,-1
roi_303,roi_backup,truck,,,26.4,27.79,927.36,187.28,926.97,180.05,0.581,31,,-1
457,main,motorcycle,,,26.44,26.78,988.45,203.92,980.34,197.93,0.051,9,,-1
461,main,truck,,,26.53,31.54,1012.86,178.6,1013.37,178.5,0.014,113,,-1
roi_304,roi_backup,car,,,26.57,28.17,938.22,155.62,937.23,159.78,0.294,54,,-1
roi_305,roi_backup,car,,,26.57,26.57,1267.84,228.65,1267.84,228.65,0.0,1,,-1
roi_306,roi_backup,car,,,26.57,26.57,984.64,200.58,984.64,200.58,0.0,1,,-1
roi_307,roi_backup,motorcycle,,,26.61,26.61,1100.89,306.34,1100.89,306.34,0.293,1,,-1
roi_308,roi_backup,motorcycle,,,26.78,27.03,1083.94,294.13,1048.77,274.89,0.336,8,,0
roi_309,roi_backup,motorcycle,,,26.78,26.78,1161.94,381.51,1161.94,381.51,0.166,1,,-1
472,main,motorcycle,,,26.86,26.86,1076.74,287.66,1076.74,287.66,0.39,1,,-1
roi_310,roi_backup,motorcycle,,,26.91,27.2,976.61,193.75,969.87,189.53,0.0,9,,-1
roi_311,roi_backup,motorcycle,,,26.91,26.99,1264.85,324.0,1242.38,341.91,0.391,4,,-1
484,main,motorcycle,,,27.03,27.03,1227.17,335.7,1227.17,335.7,0.244,1,,-1
roi_312,roi_backup,motorcycle,,,27.07,27.2,1205.41,323.54,1184.61,316.15,0.24,6,,-1
roi_313,roi_backup,motorcycle,,,27.12,27.41,1088.07,322.95,1051.67,296.37,0.199,12,,0
491,main,motorcycle,,,27.12,27.12,1038.33,266.47,1038.33,266.47,0.094,1,,-1
roi_314,roi_backup,motorcycle,,,27.16,27.62,1038.38,264.77,1008.01,239.11,0.244,19,,0
roi_315,roi_backup,motorcycle,,,27.16,27.58,1242.96,288.15,1232.04,278.71,0.0,7,,-1
roi_316,roi_backup,car,,,27.16,27.16,538.8,165.5,538.8,165.5,0.0,1,,-1
roi_317,roi_backup,motorcycle,,,27.24,27.28,1186.57,282.39,1175.2,294.24,0.205,2,,-1
502,main,motorcycle,,,27.24,27.24,1179.57,313.6,1179.57,313.6,0.162,1,,-1
505,main,motorcycle,,,27.33,27.37,1163.39,305.87,1160.53,304.26,0.179,2,,-1
roi_318,roi_backup,motorcycle,,,27.41,27.41,1141.51,294.41,1143.53,294.35,0.15,2,,-1
510,main,motorcycle,,,27.45,27.66,1046.28,293.67,1035.64,283.81,0.136,6,,-1
511,main,motorcycle,,,27.45,27.45,1142.89,294.6,1142.89,294.6,0.152,1,,-1
roi_319,roi_backup,motorcycle,,,27.49,27.62,1130.59,288.2,1122.28,284.32,0.124,4,,-1
roi_320,roi_backup,motorcycle,,,27.58,27.62,1246.67,416.52,1232.45,416.16,0.31,2,,-1
roi_321,roi_backup,car,,,27.62,27.79,1009.11,179.5,1008.8,179.48,0.0,4,,-1
524,main,motorcycle,,,27.66,27.66,1225.14,451.83,1225.14,451.83,0.506,1,,-1
525,main,motorcycle,,,27.66,27.66,1111.66,279.5,1111.66,279.5,0.068,1,,-1
527,main,motorcycle,,,27.66,27.66,1004.65,237.77,1004.65,237.77,0.159,1,,-1
roi_322,roi_backup,motorcycle,,,27.71,27.75,1101.02,274.83,1097.57,273.68,0.125,3,,-1
roi_323,roi_backup,motorcycle,,,27.71,27.71,1193.2,414.96,1193.2,414.96,0.344,1,,-1
roi_324,roi_backup,motorcycle,,,27.71,27.83,1023.19,274.32,1023.07,270.37,0.216,10,,-1
529,main,car,,,27.71,33.73,597.58,716.82,595.22,717.4,0.0,60,,-1
roi_325,roi_backup,truck,,,27.75,29.05,985.63,167.63,985.96,166.46,0.0,25,,-1
roi_326,roi_backup,motorcycle,,,27.75,27.87,961.83,192.87,972.49,204.86,0.233,6,,-1
531,main,motorcycle,,,27.75,29.73,1184.78,421.66,980.64,242.37,0.345,48,,0
538,main,motorcycle,,,27.79,28.59,1187.47,420.17,1190.55,415.98,0.469,4,,-1
539,main,motorcycle,,,27.79,27.79,1095.71,273.09,1095.71,273.09,0.084,1,,-1
540,main,motorcycle,,,27.79,27.79,999.13,232.31,999.13,232.31,0.149,1,,-1
roi_327,roi_backup,motorcycle,,,27.83,27.83,1087.13,267.31,1087.13,267.31,0.085,1,,-1
543,main,car,,,27.83,27.92,1010.36,180.07,1010.37,180.17,0.0,3,,-1
545,main,motorcycle,,,27.87,27.87,1167.08,402.7,1167.08,402.7,0.424,1,,-1
546,main,motorcycle,,,27.87,28.08,995.24,228.66,990.4,222.51,0.331,6,,-1
547,main,motorcycle,,,27.87,27.87,1017.1,266.29,1017.1,266.29,0.066,1,,-1
548,main,motorcycle,,,27.87,27.87,1090.29,267.6,1090.29,267.6,0.15,1,,-1
roi_328,roi_backup,motorcycle,,,27.92,27.96,1078.54,262.73,1077.07,261.62,0.086,2,,-1
roi_329,roi_backup,motorcycle,,,27.92,28.08,1016.19,262.45,1003.88,253.96,0.069,7,,-1
roi_330,roi_backup,motorcycle,,,27.96,28.42,1135.11,324.0,1088.37,321.3,0.169,6,,0
roi_331,roi_backup,car,,,27.96,28.38,1008.57,179.72,1009.44,179.36,0.0,8,,-1
554,main,motorcycle,,,28.0,28.0,1075.49,260.13,1075.49,260.13,0.086,1,,-1
555,main,motorcycle,,,28.0,28.0,1133.95,380.14,1133.95,380.14,0.182,1,,-1
roi_332,roi_backup,motorcycle,,,28.04,28.08,1067.68,257.85,1066.22,255.81,0.116,3,,-1
564,main,motorcycle,,,28.13,28.13,1062.54,252.2,1062.54,252.2,0.07,1,,-1
565,main,motorcycle,,,28.13,28.17,999.8,250.0,998.88,249.58,0.067,2,,-1
roi_333,roi_backup,motorcycle,,,28.17,28.29,1057.25,249.68,1049.36,244.19,0.111,4,,-1
roi_334,roi_backup,car,,,28.17,28.72,542.87,167.43,542.44,166.92,0.0,14,,-1
roi_335,roi_backup,motorcycle,,,28.21,28.29,994.2,240.97,990.33,232.12,0.348,5,,-1
roi_336,roi_backup,motorcycle,,,28.21,28.21,1259.21,415.49,1259.21,415.49,0.303,1,,-1
roi_337,roi_backup,truck,,,28.25,28.25,1259.31,415.16,1259.31,415.16,0.303,1,,-1
571,main,motorcycle,,,28.25,30.06,1249.83,489.15,1011.7,263.01,0.415,39,,0
576,main,motorcycle,,,28.34,30.27,991.2,242.49,950.43,192.37,0.072,41,,0
577,main,motorcycle,,,28.34,29.98,1044.97,242.2,985.38,198.01,0.064,38,,0
578,main,motorcycle,,,28.34,28.34,1252.57,468.93,1252.57,468.93,0.424,1,,-1
roi_338,roi_backup,motorcycle,,,28.38,28.8,984.3,211.11,977.26,225.71,0.177,8,,-1
579,main,motorcycle,,,28.46,28.46,1217.09,437.07,1217.09,437.07,0.352,1,,-1
roi_339,roi_backup,motorcycle,,,28.51,28.51,1033.34,233.37,1033.34,233.37,0.035,1,,-1
roi_340,roi_backup,motorcycle,,,28.51,28.51,1269.27,361.12,1269.27,361.12,0.169,1,,-1
roi_341,roi_backup,motorcycle,,,28.51,28.59,1220.3,324.0,1233.46,336.23,0.257,4,,-1
roi_342,roi_backup,car,,,28.51,28.55,1220.44,324.0,1220.4,324.0,0.14,2,,-1
581,main,motorcycle,,,28.55,29.26,1269.34,360.49,1232.03,348.04,0.451,6,,0
roi_343,roi_backup,truck,,,28.59,28.59,1264.71,360.26,1264.71,360.26,0.251,1,,-1
roi_344,roi_backup,motorcycle,,,28.63,28.67,1157.37,324.0,1167.21,389.0,0.388,4,,-1
roi_345,roi_backup,motorcycle,,,28.63,28.93,1059.35,202.9,1058.17,202.95,0.0,6,,-1
roi_346,roi_backup,truck,,,28.63,28.67,931.07,174.98,931.16,175.0,0.066,2,,-1
roi_347,roi_backup,motorcycle,,,28.67,28.88,1255.77,323.9,1231.48,329.21,0.701,3,,-1
roi_348,roi_backup,motorcycle,,,28.72,28.97,1035.91,293.04,1016.69,278.57,0.099,7,,-1
roi_349,roi_backup,motorcycle,,,28.72,28.93,1109.54,243.4,1110.0,242.05,0.0,2,,-1
roi_350,roi_backup,car,,,28.72,28.93,1010.06,179.69,1009.6,179.45,0.0,2,,-1
595,main,car,,,28.84,43.79,541.97,165.57,542.0,164.46,0.0,301,,-1
roi_351,roi_backup,motorcycle,,,28.88,28.93,971.47,220.02,971.59,220.01,0.047,2,,-1
roi_352,roi_backup,truck,,,28.88,28.93,1200.24,323.51,1200.21,323.52,0.34,2,,-1
roi_353,roi_backup,truck,,,28.88,29.14,1246.24,415.8,1197.2,414.04,0.654,5,,-1
598,main,motorcycle,,,28.93,29.89,1199.64,325.13,1095.57,266.32,0.477,21,,0
599,main,truck,,,28.93,31.28,1244.72,490.15,957.09,238.88,0.579,45,,0
roi_354,roi_backup,motorcycle,,,29.01,29.01,1259.35,371.68,1259.35,371.68,0.325,1,,-1
roi_355,roi_backup,motorcycle,,,29.01,29.39,1098.85,324.0,1131.67,343.04,0.381,5,,-1
roi_356,roi_backup,motorcycle,,,29.01,29.05,1183.93,414.27,1183.92,414.29,0.388,2,,-1
604,main,motorcycle,,,29.05,29.05,1259.32,370.5,1259.32,370.5,0.315,1,,-1
roi_357,roi_backup,motorcycle,,,29.09,29.09,1267.6,415.72,1267.6,415.72,0.233,1,,-1
roi_358,roi_backup,motorcycle,,,29.09,29.09,1243.16,360.02,1243.16,360.02,0.355,1,,-1
606,main,motorcycle,,,29.14,29.14,1250.99,360.13,1250.99,360.13,0.339,1,,-1
607,main,motorcycle,,,29.14,32.34,1267.0,434.45,937.62,206.5,0.367,46,,0
608,main,motorcycle,,,29.14,30.61,1244.35,359.91,1104.2,316.6,0.363,5,,-1
roi_359,roi_backup,motorcycle,,,29.18,29.31,1178.57,281.65,1161.43,287.65,0.387,2,,-1
roi_360,roi_backup,truck,,,29.22,29.68,929.78,172.33,929.07,171.01,0.017,11,,-1
roi_361,roi_backup,motorcycle,,,29.22,29.43,1222.96,324.0,1131.62,286.83,0.522,11,,0
roi_362,roi_backup,motorcycle,,,29.22,29.52,1256.65,277.57,1256.41,277.12,0.0,4,,-1
roi_363,roi_backup,car,,,29.22,29.39,937.52,146.08,936.05,145.65,0.0,3,,-1
roi_364,roi_backup,bus,,,29.35,29.98,1014.24,178.34,1014.0,177.38,0.0,11,,-1
615,main,motorcycle,,,29.35,29.35,1196.97,335.21,1196.97,335.21,0.297,1,,-1
617,main,motorcycle,,,29.35,29.35,1143.78,293.73,1143.78,293.73,0.391,1,,-1
roi_365,roi_backup,motorcycle,,,29.39,29.39,1061.49,305.54,1061.49,305.54,0.212,1,,-1
roi_366,roi_backup,motorcycle,,,29.39,29.39,1230.08,398.93,1230.08,398.93,0.259,1,,-1
roi_367,roi_backup,motorcycle,,,29.43,29.43,1190.83,323.69,1190.83,323.69,0.157,1,,-1
625,main,motorcycle,,,29.47,29.47,1174.91,322.84,1174.91,322.84,0.208,1,,-1
roi_368,roi_backup,motorcycle,,,29.52,30.02,1178.14,323.57,1113.16,315.74,0.483,19,,0
roi_369,roi_backup,car,,,29.64,30.44,958.5,202.34,932.34,169.24,0.0,9,,0
roi_370,roi_backup,motorcycle,,,29.68,29.68,989.04,203.03,989.75,202.61,0.0,2,,-1
636,main,motorcycle,,,29.68,29.77,1035.77,286.19,1032.5,283.41,0.174,3,,-1
637,main,motorcycle,,,29.68,30.27,1153.12,348.01,1152.63,347.47,0.158,3,,-1
roi_371,roi_backup,motorcycle,,,29.73,29.73,1027.65,280.72,1027.65,280.72,0.111,1,,-1
roi_372,roi_backup,motorcycle,,,29.73,29.73,1265.98,415.82,1265.98,415.82,0.271,1,,-1
roi_373,roi_backup,motorcycle,,,29.73,30.11,1076.61,216.22,1086.21,284.94,0.401,5,,-1
roi_374,roi_backup,motorcycle,,,29.77,29.85,979.65,239.36,971.26,226.14,0.034,6,,-1
